"ID","RecipeID","Weight","MaltGenericID","MaltID"
"1022","144","0.5","64","81"
"1023","150","0.63","64","81"
"1024","152","0.5","64","81"
"1025","155","0.44","64","81"
"1026","171","1.25","64","81"
"1027","252","0.17","64","81"
"1028","256","1","64","81"
"1029","262","0.25","64","81"
"1030","257","0.5","64","81"
"1031","258","0.4","64","81"
"1032","263","0.5","64","81"
"1033","173","0.88","77","0"
